ID	SubSystem	Description	Current Value	Message	Kept By	Available Domains	Edit?
6012	POS	User-defined text for Store Voucher - Line 4 (Characters 1-32)	***MUST HAVE VOUCHER TO REDEEM		Store	"System, *Store, Terminal"	Yes
6013	POS	User-defined text for Store Voucher - Line 4 (Characters 33-40)	********		Store	"System, *Store, Terminal"	Yes
6016	POS	User-defined text for Store Voucher - Line 5 (Characters 1-32)	********************************		Store	"System, *Store, Terminal"	Yes
6017	POS	User-defined text for Store Voucher - Line 5 (Characters 33-40)	********		Store	"System, *Store, Terminal"	Yes
6020	POS	User-defined text for Store Voucher - Line 6 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6021	POS	User-defined text for Store Voucher - Line 6 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6024	POS	User-defined text for Store Voucher - Line 7 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6025	POS	User-defined text for Store Voucher - Line 7 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6028	POS	User-defined text for Store Voucher - Line 8 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6029	POS	User-defined text for Store Voucher - Line 8 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6032	POS	User-defined text for Store Voucher - Line 9 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6033	POS	User-defined text for Store Voucher - Line 9 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6036	POS	User-defined text for Store Voucher - Line 10 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6037	POS	User-defined text for Store Voucher - Line 10 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6040	POS	User-defined text for Store Voucher - Line 11 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6041	POS	User-defined text for Store Voucher - Line 11 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6044	POS	User-defined text for Store Voucher - Line 12 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6045	POS	User-defined text for Store Voucher - Line 12 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6048	POS	User-defined text for Store Voucher - Line 13 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6049	POS	User-defined text for Store Voucher - Line 13 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6052	POS	User-defined text for Store Voucher - Line 14 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6053	POS	User-defined text for Store Voucher - Line 14 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6056	POS	User-defined text for Store Voucher - Line 15 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6057	POS	User-defined text for Store Voucher - Line 15 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6060	POS	User-defined text for Store Voucher - Line 16 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6061	POS	User-defined text for Store Voucher - Line 16 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6064	POS	User-defined text for Store Voucher - Line 17 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6065	POS	User-defined text for Store Voucher - Line 17 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6068	POS	User-defined text for Store Voucher - Line 18 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6069	POS	User-defined text for Store Voucher - Line 18 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6072	POS	User-defined text for Store Voucher - Line 19 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6073	POS	User-defined text for Store Voucher - Line 19 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6076	POS	User-defined text for Store Voucher - Line 20 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6077	POS	User-defined text for Store Voucher - Line 20 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6080	POS	User-defined text for Store Voucher - Line 21 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6081	POS	User-defined text for Store Voucher - Line 21 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6084	POS	User-defined text for Store Voucher - Line 22 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6085	POS	User-defined text for Store Voucher - Line 22 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6200	POS	Text for store copy of item return/voucher - Line 1 (Characters 1-32)	X-------------------------------		Store	"System, *Store, Terminal"	Yes
6201	POS	Text for store copy of item return/voucher - Line 1 (Characters 33-40)	--------		Store	"System, *Store, Terminal"	Yes
6204	POS	Text for store copy of item return/voucher - Line 2 (Characters 1-32)	MANAGER SIGNATURE		Store	"System, *Store, Terminal"	Yes
6205	POS	Text for store copy of item return/voucher - Line 2 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6208	POS	Text for store copy of item return/voucher - Line 3 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6209	POS	Text for store copy of item return/voucher - Line 3 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6212	POS	Text for store copy of item return/voucher - Line 4 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6213	POS	Text for store copy of item return/voucher - Line 4 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6216	POS	Text for store copy of item return/voucher - Line 5 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6217	POS	Text for store copy of item return/voucher - Line 5 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6220	POS	Text for store copy of item return/voucher - Line 6 (Characters 1-32)			Store	"System, *Store, Terminal"	Yes
6221	POS	Text for store copy of item return/voucher - Line 6 (Characters 33-40)			Store	"System, *Store, Terminal"	Yes
6240	POS	ECC - Receipt/Invoice text line 1  (Characters  1-32)	ALL RETURNS MUST		System	"*System, Store"	Yes
6241	POS	ECC - Receipt/Invoice text line 1  (Characters 33-40)			System	"*System, Store"	Yes
6242	POS	ECC - Receipt/Invoice text line 2 (Characters  1-32)	BE MADE WITH IN 30 DAYS		System	"*System, Store"	Yes
6243	POS	ECC - Receipt/Invoice text line 2  (Characters 33-40)			System	"*System, Store"	Yes
6244	POS	ECC - Receipt/Invoice text line 3 (Characters  1-32)			System	"*System, Store"	Yes
6245	POS	ECC - Receipt/Invoice text line 3  (Characters 33-40)			System	"*System, Store"	Yes
6246	POS	ECC - Receipt/Invoice text line 4 (Characters  1-32)			System	"*System, Store"	Yes
6247	POS	ECC - Receipt/Invoice text line 4  (Characters 33-40)			System	"*System, Store"	Yes
6248	POS	ECC - Receipt/Invoice text line 5 (Characters  1-32)			System	"*System, Store"	Yes
6249	POS	ECC - Receipt/Invoice text line 5  (Characters 33-40)			System	"*System, Store"	Yes
6250	POS	ECC - Receipt/Invoice text line 6 (Characters  1-32)			System	"*System, Store"	Yes
6251	POS	ECC - Receipt/Invoice text line 6  (Characters 33-40)			System	"*System, Store"	Yes
6252	POS	ECC - Receipt/Invoice text line 7 (Characters  1-32)			System	"*System, Store"	Yes
6253	POS	ECC - Receipt/Invoice text line 7  (Characters 33-40)			System	"*System, Store"	Yes
6254	POS	ECC - Receipt/Invoice text line 8 (Characters  1-32)			System	"*System, Store"	Yes
6255	POS	ECC - Receipt/Invoice text line 8  (Characters 33-40)			System	"*System, Store"	Yes
6256	POS	ECC - Receipt/Invoice text line 9 (Characters  1-32)			System	"*System, Store"	Yes
6257	POS	ECC - Receipt/Invoice text line 9  (Characters 33-40)			System	"*System, Store"	Yes
6258	POS	ECC - Receipt/Invoice text line 10 (Characters  1-32)			System	"*System, Store"	Yes
6259	POS	ECC - Receipt/Invoice text line 10 (Characters 33-40)			System	"*System, Store"	Yes
6300	POS	Acceptable approval message for gift card processing (1)	DEClINED		System	*System	Yes
6302	POS	Acceptable approval message for gift card processing (2)			System	*System	Yes
6304	POS	Acceptable approval message for gift card processing (3)			System	*System	Yes
6306	POS	Acceptable approval message for gift card processing (4)			System	*System	Yes
6308	POS	Acceptable approval message for gift card processing (5)			System	*System	Yes
6310	POS	Acceptable approval message for gift card processing (6)			System	*System	Yes
6312	POS	Acceptable approval message for gift card processing (7)			System	*System	Yes
6314	POS	Acceptable approval message for gift card processing (8)			System	*System	Yes
6316	POS	Acceptable approval message for gift card processing (9)			System	*System	Yes
6318	POS	Acceptable approval message for gift card processing (10)			System	*System	Yes
6349	POS	Special Instructions Line 2 contents for QuickRecall	1=Contains Special Instructions Line 2		System	*System	Yes
6350	POS	Estimate - Default Special Instructions line 1			System	"*System, Store, User, Terminal"	Yes
6351	POS	Estimate - Default Special Instructions line 2			System	"*System, Store, User, Terminal"	Yes
6355	POS	Layaway - Default Special Instructions line 1			System	"*System, Store, User, Terminal"	Yes
6356	POS	Layaway - Default Special Instructions line 2			System	"*System, Store, User, Terminal"	Yes
6360	POS	Special Order - Default Special Instructions line 1			System	"*System, Store, User, Terminal"	Yes
6361	POS	Special Order - Default Special Instructions line 2			System	"*System, Store, User, Terminal"	Yes
6365	POS	Order - Default Special Instructions line 1	Repairs must be picked up in 7		System	"*System, Store, User, Terminal"	Yes
6366	POS	Order - Default Special Instructions line 2	days or a storage fee charged		System	"*System, Store, User, Terminal"	Yes
6900	POS	Private Card Allow Protobase to Determine Card Type	Yes		System	*System	Yes
6910	POS	Private Card 1 Enabled	Yes		System	*System	Yes
6912	POS	Private Card 1 Short Description from Processor	PL		System	*System	Yes
6914	POS	Private Card 1 Long Description from Processor	GECS_PLC1		System	*System	Yes
6916	POS	Private Card 1 Default Promo Code from Processor	000		System	*System	Yes
6918	POS	Private Card 1 Level 1 Promo Code from Processor	001		System	*System	Yes
6922	POS	Private Card 1 Level 2 Promo Code from Processor	090		System	*System	Yes
6926	POS	Private Card 1 Level 3 Promo Code from Processor	180		System	*System	Yes
6940	POS	Private Card 2 Enabled	Yes		System	*System	Yes
6942	POS	Private Card 2 Short Description from Processor	PL		System	*System	Yes
6944	POS	Private Card 2 Long Description from Processor	GECS_PLC2		System	*System	Yes
6946	POS	Private Card 2 Default Promo Code from Processor	000		System	*System	Yes
6948	POS	Private Card 2 Level 1 Promo Code from Processor	002		System	*System	Yes
6952	POS	Private Card 2 Level 2 Promo Code from Processor	092		System	*System	Yes
6956	POS	Private Card 2 Level 3 Promo Code from Processor	092		System	*System	Yes
6970	POS	Private Card 3 Enabled	Yes		System	*System	Yes
6972	POS	Private Card 3 Short Description from Processor	PL		System	*System	Yes
6974	POS	Private Card 3 Long Description from Processor	GECS_PLC3		System	*System	Yes
6976	POS	Private Card 3 Default Promo Code from Processor	000		System	*System	Yes
6978	POS	Private Card 3 Level 1 Promo Code from Processor	030		System	*System	Yes
6982	POS	Private Card 3 Level 2 Promo Code from Processor	060		System	*System	Yes
6986	POS	Private Card 3 Level 3 Promo Code from Processor	060		System	*System	Yes
7198	SYSTEM	Archive Manager Maintenance is active on this system	Yes		System	*System	Yes
7200	ARCHIVE	Day of the week to run Archive Manager Maintenance	3=Wednesday		System	*System	Yes
7201	ARCHIVE	Week of the month to run Archive Manager Maintenance	2		System	*System	Yes
7202	ARCHIVE	Number of hours after which to delay Archive Manager Maintenance	16		System	*System	Yes
7234	ARCHIVE	Days to keep Deposit Tracking record archive files.	999		System	*System	Yes
7260	ARCHIVE	Days to keep Customer Returns (SOF/ADR) records	999		System	*System	Yes
7263	ARCHIVE	Days to keep Delivery Manifest (SIF1/MDH) records	999		System	*System	Yes
7266	ARCHIVE	Days to keep Daily Tax Totals (SRF/TCZ) records	999		System	*System	Yes
7290	ARCHIVE	Global Purged Archive Directory (PAD) Folder	C:\3apps\data\pad		System	"*System, Store"	Yes
7292	ARCHIVE	Local Terminal Purged Archive Directory (PAD) Folder	C:\3apps\data\pad		Terminal	"System, *Terminal"	Yes
7294	ARCHIVE	Purged Archive Directory (PAD) download terminal	556		System	*System	Yes
7299	ARCHIVE	Days to keep Notification Archive (ARC/NOT)	180		System	*System	Yes
7302	ARCHIVE	Days to keep completed In-Store gift card records	999		System	"*System, Store"	Yes
7305	ARCHIVE	Days to keep True Value catalog image update files	190		System	"*System, Store"	Yes
7308	ARCHIVE	Days to keep Cash Drawer Balancing Viewer information.	999		System	*System	Yes
7311	ARCHIVE	Days to keep transaction notes	999		System	*System	Yes
7499	E4WDI	Allow all windows fonts in Enhanced Forms and Flex-Labels	No		System	*System	Yes
7503	E4WDI	Enhanced Form for estimate documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	Yes
7505	E4WDI	Enhanced Form sort order for estimate documents	N=Line Number		System	"*System, Store, Terminal"	Yes
7506	E4WDI	Enhanced Form location/suggested column for estimate documents	Suggested Price		System	"*System, Store, Terminal"	Yes
7507	E4WDI	Enhanced Form barcode prints for estimate documents	No		System	"*System, Store, Terminal"	Yes
7523	E4WDI	Enhanced Form for order documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	Yes
7525	E4WDI	Enhanced Form sort order for order documents	N=Line Number		System	"*System, Store, Terminal"	Yes
7526	E4WDI	Enhanced Form location/suggested column for order documents	Suggested Price		System	"*System, Store, Terminal"	Yes
7527	E4WDI	Enhanced Form barcode prints for order documents	No		System	"*System, Store, Terminal"	Yes
7543	E4WDI	Enhanced Form for invoice documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	Yes
7545	E4WDI	Enhanced Form sort order for invoice documents	N=Line Number		System	"*System, Store, Terminal"	Yes
7546	E4WDI	Enhanced Form location/suggested column for invoice documents	Suggested Price		System	"*System, Store, Terminal"	Yes
7547	E4WDI	Enhanced Form barcode prints for invoice documents	No		System	"*System, Store, Terminal"	Yes
7563	E4WDI	Enhanced Form for credit documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	Yes
7565	E4WDI	Enhanced Form sort order for credit documents	N=Line Number		System	"*System, Store, Terminal"	Yes
7566	E4WDI	Enhanced Form location/suggested column for credit documents	Suggested Price		System	"*System, Store, Terminal"	Yes
7567	E4WDI	Enhanced Form barcode prints for credit documents	No		System	"*System, Store, Terminal"	Yes
7583	E4WDI	Enhanced Form for transfer documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	Yes
7585	E4WDI	Enhanced Form sort order for transfer documents	N=Line Number		System	"*System, Store, Terminal"	Yes
7587	E4WDI	Enhanced Form barcode prints for transfer documents	No		System	"*System, Store, Terminal"	Yes
7603	E4WDI	Enhanced Form for received on account documents	Default POS ROA Form		System	"*System, Store, Terminal"	Yes
7607	E4WDI	Enhanced Form barcode prints for received on account documents	No		System	"*System, Store, Terminal"	Yes
7643	E4WDI	Enhanced Form for warehouse pick ticket documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	No
7645	E4WDI	Enhanced Form sort order for warehouse pick ticket documents	Location		System	"*System, Store, Terminal"	No
7646	E4WDI	Enhanced Form location/suggested column for warehouse pick ticket docs	Location		System	"*System, Store, Terminal"	No
7647	E4WDI	Enhanced Form barcode prints for warehouse pick ticket documents	No		System	"*System, Store, Terminal"	Yes
7663	E4WDI	Enhanced Form for backorder pick ticket documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	Yes
7665	E4WDI	Enhanced Form sort order for backorder pick ticket documents	N=Line Number		System	"*System, Store, Terminal"	Yes
7666	E4WDI	Enhanced Form location/suggested column for backorder pick ticket docs	Suggested Price		System	"*System, Store, Terminal"	Yes
7667	E4WDI	Enhanced Form barcode prints for backorder pick ticket documents	No		System	"*System, Store, Terminal"	Yes
7687	E4WDI	Enhanced Form barcode prints for transfer from Order Fulfillment docs	No		System	"*System, Store, Terminal"	Yes
7703	E4WDI	Enhanced Form for loading ticket	+ Laser Std Loading Ticket 1		System	"*System, Store, Terminal"	Yes
7707	E4WDI	Enhanced Form barcode prints for loading ticket	No		System	"*System, Store, Terminal"	Yes
7723	E4WDI	Enhanced Form for packing list documents	+ Laser Std Invoice like X		System	"*System, Store, Terminal"	Yes
7725	E4WDI	Enhanced Form sort order for packing list documents	N=Line Number		System	"*System, Store, Terminal"	Yes
7726	E4WDI	Enhanced Form location/suggested column for packing list documents	Suggested Price		System	"*System, Store, Terminal"	Yes
7727	E4WDI	Enhanced Form barcode prints for packing list documents	No		System	"*System, Store, Terminal"	Yes
7728	E4WDI	Customer code position for multiple copies of Enhanced Forms			System	*System	Yes
7730	POS	Non-printing (Internal) comment identifier			System	*System	Yes
7734	E4WDI	Print Delivery Instructions or Custom Printing Plan	*** View Not Found ***		System	"*System, Store, Terminal"	Yes
7803	POS	Default Flex-Label for POS/Order Entry	Default flex-label for Point-of-Sale		System	"*System, Store, Terminal"	Yes
7804	POS	Default MPS printer number for POS/Order Entry Flex-Labels	4		System	"*System, Store, Terminal"	Yes
7862	POS	Automatically print Flex-Labels for special orders/non-stocks	No		System	"*System, Store, Terminal"	Yes
7863	POS	Flex-Label for special order/non-stock items	Default flex-label for rcvd special ord		System	"*System, Store, Terminal"	Yes
7864	POS	MPS printer number for special order/non-stock Flex-Labels	0		System	"*System, Store, Terminal"	Yes
7883	POS	Default Flex-Label for shipping	Default flex-label for shipping		System	"*System, Store, Terminal"	Yes
7884	POS	Default MPS printer number for shipping Flex-Labels	0		System	"*System, Store, Terminal"	Yes
7940	POS	Maximum number of Flex-Labels to print for an item	10		System	*System	Yes
8100	PURCHASING	Default days for Buyers List Cutoff Date	7		System	"*System, Store, User, Terminal"	Yes
8106	INVENTORY	"When updating Mfg or Alt Vendor cost, also update Replacement cost?"	Prompt		System	*System	Yes
8109	A/R	Print Postnet barcode on A/R Statements?	Y=Print 9 digit zip code		System	*System	Yes
8110	A/R	New address alignment on PostNet Statements	No		System	"*System, Store"	Yes
8111	POS	Print Document Barcode On 40 Column Receipt	Yes		System	"*System, Store"	Yes
8113		Display all Viewers maximized (full screen)?	Yes		System	"*System, Store, User, Terminal"	Yes
8115	PURCHASING	Re-order when QOH is less than Order Point	Yes		System	*System	Yes
8117	PURCHASING	Use Current Committed Quantity in Suggested Order	No		System	"*System, Store"	No
8119	PURCHASING	Days added to vendor lead time to determine 'current' committed quantity	0		System	"*System, Store"	No
8121	POS	Use 'current' committed quantity in calculation of Quantity Available?	No		System	"*System, Store"	No
8123	POS	Number of days before future committed quantity becomes current	0		System	"*System, Store"	No
8124	POS	Blanket Order Remainder Posting Preference	F=Add remainder to first delivery		System	"*System, Store"	Yes
8125	SYSTEM	Use High-Capacity grid in viewers?	Default to Standard but allow the user to select High-Capacity		System	"*System, Store, User, Terminal"	Yes
8127	POS	Eagle PDF File Creation Mode	2=Create PDF files for iNet and PDF Email accounts only.		System	*System	Yes
8129	A/R	Update Daily Tax Totals Viewer with non-taxable sales for component code	Yes		System	*System	Yes
8131	SYSTEM	True Value Simplified Ordering	No		System	*System	Yes
8133	G/L	Allow only numeric sub-accounts in General Ledger	Yes		System	*System	Yes
8135	INVENTORY	Create G/L trx's from ITR records for Cuts and Mods	X=Cannot be made eligible		System	*System	Yes
8136	INVENTORY	Allocate unapplied amounts in Cuts and Mods	Distribute unapplied amounts across to SKUs in txn		System	*System	Yes
8137	INVENTORY	Scrap SKU prefix for Cuts and Mods	SCRAPSKU		System	*System	Yes
8138	INVENTORY	Default cost update for Cuts and Mods	Average Cost		System	*System	Yes
8139	INVENTORY	Cuts and Mods Default - Inventory Stock U/M	Board Feet		System	"*System, Store"	Yes
8192	POS	Default Atrium SKU			System	"*System, Store"	No
8193	POS	Atruim User Name			System	"*System, Store"	No
8194	POS	Atrium Password			System	"*System, Store"	No
8195	POS	Atrium Host IP			System	"*System, Store"	No
8196	POS	Atrium File Path Name			System	"*System, Store, Terminal"	No
8197	POS	Atrium Default Branch			Store	"System, *Store, User, Terminal"	No
8201	INVENTORY	RCIN Batch Conversion Viewer Available	Yes		System	*System	Yes
8203	AOE	Go to tenders screen when totaling an Order	No		System	"*System, Store, User, Terminal"	No
8214	INET	From e-mail address for e-mail purchase orders			System	"*System, Store"	Yes
8219	POS	Dual Use item - Non-Farm Use descriptor 1	This purchaser was not required		System	"*System, Store"	Yes
8220	POS	Dual Use item - Non-Farm Use descriptor 2	to obtain an Operator Identifi-		System	"*System, Store"	Yes
8221	POS	Dual Use item - Non-Farm Use descriptor 3	cation Number pursuant to		System	"*System, Store"	Yes
8222	POS	Dual Use item - Non-Farm Use descriptor 4	section #6622 of the California		System	"*System, Store"	Yes
8223	POS	Dual Use item - Non-Farm Use descriptor 5	Code of Regulations		System	"*System, Store"	Yes
8225	POS	Tax Exemption - Applies when?	LNO		System	"*System, Store"	Yes
8226	POS	Tax Exemption - Specific Tax code			System	"*System, Store"	Yes
8227	POS	Tax Exemption - Applies to what items?	A=Taxable Items		System	"*System, Store"	Yes
8228	POS	Tax Exemption - Use Code position to identify what items			System	*System	Yes
8229	POS	Tax Exemption - Use Code value to identify what items			System	*System	Yes
8230	POS	Tax Exemption - Always print an invoice?	Yes		System	"*System, Store"	Yes
8231	POS	Signature Capture - Require signature for Tax Exemption	No		System	"*System, Store"	Yes
8232	POS	Tax Exemption - Signature Pad text line 1 (1-32)			System	"*System, Store"	Yes
8233	POS	Tax Exemption - Signature Pad text line 1 (33-39)			System	"*System, Store"	Yes
8234	POS	Tax Exemption - Signature Pad text line 2 (1-32)			System	"*System, Store"	Yes
8235	POS	Tax Exemption - Signature Pad text line 2 (33-39)			System	"*System, Store"	Yes
8236	POS	Tax Exemption - Signature Pad text line 3 (1-32)			System	"*System, Store"	Yes
8237	POS	Tax Exemption - Signature Pad text line 3 (33-39)			System	"*System, Store"	Yes
8238	POS	Tax Exemption - Signature Pad text line 4 (1-32)			System	"*System, Store"	Yes
8239	POS	Tax Exemption - Signature Pad text line 4 (33-39)			System	"*System, Store"	Yes
8240	POS	Tax Exemption - Receipt/Invoice text line 1 (1-32)			System	"*System, Store"	Yes
8241	POS	Tax Exemption - Receipt/Invoice text line 1 (33-40)			System	"*System, Store"	Yes
8242	POS	Tax Exemption - Receipt/Invoice text line 2 (1-32)			System	"*System, Store"	Yes
8243	POS	Tax Exemption - Receipt/Invoice text line 2 (33-40)			System	"*System, Store"	Yes
8244	POS	Tax Exemption - Receipt/Invoice text line 3 (1-32)			System	"*System, Store"	Yes
8245	POS	Tax Exemption - Receipt/Invoice text line 3 (33-40)			System	"*System, Store"	Yes
8246	POS	Tax Exemption - Receipt/Invoice text line 4 (1-32)			System	"*System, Store"	Yes
8247	POS	Tax Exemption - Receipt/Invoice text line 4 (33-40)			System	"*System, Store"	Yes
8248	POS	Tax Exemption - Receipt/Invoice text line 5 (1-32)			System	"*System, Store"	Yes
8249	POS	Tax Exemption - Receipt/Invoice text line 5 (33-40)			System	"*System, Store"	Yes
8250	POS	Tax Exemption - Receipt/Invoice text line 6 (1-32)			System	"*System, Store"	Yes
8251	POS	Tax Exemption - Receipt/Invoice text line 6 (33-40)			System	"*System, Store"	Yes
8252	POS	Tax Exemption - Receipt/Invoice text line 7 (1-32)			System	"*System, Store"	Yes
8253	POS	Tax Exemption - Receipt/Invoice text line 7 (33-40)			System	"*System, Store"	Yes
8254	POS	Tax Exemption - When to capture signature on Orders	Never		System	"*System, Store"	Yes
8255	POS	Tax Exemption - Use Customer's Tax Code for non-taxable sales			System	*System	Yes
8257	POS	When to check for required PO on a transaction?	Start		System	*System	Yes
8258	POS	Default Cash tendered to amount due for cash customer transactions?	No		System	"*System, Store, User, Terminal"	Yes
8263	INVENTORY	Special Promotion (1) Indicator			System	*System	Yes
8264	INVENTORY	Special Promotion (2) Indicator			System	*System	Yes
8266	A/R	GL Department for Prepaid Offset Account			System	*System	Yes
8267	A/R	Co-op Prepaid Interest Percent	0		System	*System	Yes
8269	G/L	Last Closed Date in General Ledger	12/31/1999		Store	*Store	No
8271	G/L	Posting Rules for Closed Periods in General Ledger	1=All periods are still open		Store	*Store	Yes
8273	SYSTEM	Loyalty collection - Use code position to identify special items	B4		System	*System	Yes
8274	SYSTEM	Loyalty collection - Code value that identifies special items	S		System	*System	Yes
8276	POS	Perform 'Bad Check' validation at POS	No		System	"*System, Store, User, Terminal"	Yes
8277	POS	Print Driver's License in check endorsement?	No		System	*System	Yes
8278	INVENTORY	Recalculate matrix prices that are based on cost?	No		System	*System	Yes
8280	INVENTORY	Recalculate Specific Prices for Multiple Selling Units (MSU)?	No		System	*System	Yes
8281	PAYROLL	Print SSN on Payroll Checks	Yes		System	*System	Yes
8284	INVENTORY	Default store group for 'Copying store specific fields' in IMU			Store	"System, *Store, User, Terminal"	Yes
8285	PURCHASING	Display the PO create/maintain posting grid in expanded format?	No		Store	"System, *Store, User, Terminal"	Yes
8286	POS	Format of the item information's 'simplified' display?	1=Qtys; Price/Cost; Location; Mfg Part #; Vendor/OM; Date Last Sale		Store	"System, *Store, User, Terminal"	Yes
8287	INVENTORY	Display the Inventory Viewer in expanded format?	Yes		Store	"System, *Store, User, Terminal"	Yes
8288	INVENTORY	Use the High Performance Inventory Viewer as your default?	No		Terminal	"System, *Store, Terminal"	Yes
8289	INVENTORY	New Order Quantity > 0 overrides PO Season	Yes		System	"*System, Store"	Yes
8292	POS	Address Verification in POS	No		System	"*System, Store, User, Terminal"	Yes
8293	POS	Address Verification Services Response Codes	Address Verification		System	"*System, Store"	Yes
8294	POS	Card Value Response Codes	Card Verification		System	"*System, Store"	Yes
8295	POS	Days since last AVS test to allow invoicing	0		System	"*System, Store"	Yes
8304	INVENTORY	Gap between inventory sequence numbers.	100		System	*System	Yes
8305	POS	Merchandise Returns Validation on System	Limited - Returns Viewer only		System	*System	Yes
8307	POS	# of Month's activity to use in Returns Validation	3		System	"*System, Store"	Yes
8308	POS	Returns Validation Posting Rule	1=Post Oldest Date First		System	"*System, Store"	Yes
8322	CENTRAL SVCS	ADM-Default Department for Part Adds			System	*System	Yes
8336	POS	Alternate Item Type that identifies Replacement Parts	0		System	*System	Yes
8344	POS	Returns validation across stores allowed	No		System	*System	Yes
8346	SYSTEM	Related Items on System	No		System	*System	Yes
8347	POS	Display Related Items at POS	Yes		Terminal	"System, Store, User, *Terminal"	Yes
8348	POS	Display Related Items without Quantity Available	Yes		Terminal	"System, Store, User, *Terminal"	Yes
8349	SYSTEM	POS Alternate Items on System	No		System	*System	Yes
8350	POS	Display Alternate Items at Point-Of-Sale?	Yes		Terminal	"System, Store, User, *Terminal"	Yes
8351	POS	Display Alternate Items without Quantity Available?	Yes		Terminal	"System, Store, User, *Terminal"	Yes
8352	POS	Allow Selling Customer Excluded Alternate Items at Point-Of-Sale?	Yes		System	"*System, Store"	Yes
8353	CENTRAL SVCS	CS-Printer	1		System	"*System, Store"	Yes
8354	CENTRAL SVCS	CS-Print To	Spooler Only		System	"*System, Store"	Yes
8355	CENTRAL SVCS	CS-Copies	1		System	"*System, Store"	Yes
8356	CENTRAL SVCS	CS-Channel	91		System	*System	Yes
8357	CENTRAL SVCS	CS-Print PrePage	Yes		System	"*System, Store"	Yes
8358	CENTRAL SVCS	CS-Totals Only	No		System	"*System, Store"	Yes
8359	CENTRAL SVCS	CS-Double Space	No		System	"*System, Store"	Yes
8361	CENTRAL SVCS	EINVOICE-Process eInvoices Upon Arrival	No		System	"*System, Store"	Yes
8363	CENTRAL SVCS	EINVOICE-Stock Order eInvoice Posting Option	I=Update PO and Inventory		System	"*System, Store"	Yes
8364	CENTRAL SVCS	EINVOICE-Warehouse Inquiry eInvoice Posting Option	I=PO & Inventory		System	"*System, Store"	Yes
8365	CENTRAL SVCS	EINVOICE-Phone Order eInvoice Posting Option	I=Update PO and Inventory		System	"*System, Store"	Yes
8366	CENTRAL SVCS	EINVOICE-Print Part Description	Yes		System	"*System, Store"	Yes
8367	CENTRAL SVCS	EINVOICE-Print Line Items Messages	Y=Non-automatic Only		System	"*System, Store"	Yes
8368	CENTRAL SVCS	EINVOICE-Percent Difference in Cost for Exception	1		System	"*System, Store"	Yes
8370	CENTRAL SVCS	EINVOICE-Purchase Orders Posting Option	N=Processes each purchase order independently		System	*System	Yes
8371	A/R	Special Charge #1 Description			System	"*System, Store"	Yes
